코드,설명
490210,"신문, 저널 및 정기 간행물(삽화 또는 광고 자료 포함 여부와 관계없이 주 4회 이상 발행)"
490290,"신문, 저널 및 정기 간행물(삽화 또는 광고 자료 포함 여부와 관계없이 주 4회 미만 발행)"
490300,"인쇄물; 어린이 그림책, 그림책 또는 색칠공부 책"
490400,"음악, 인쇄본 또는 원고, 제본 또는 삽화 여부와 관계없이"
490520,"지도 및 수로도 또는 이와 유사한 차트, 지도집, 지형도 등을 포함한 책 형태로 인쇄된 것"
490590,"지도 및 수로도 또는 이와 유사한 차트(책 형태가 아닌 인쇄물), 벽면 지도, 지형도 및 이와 유사한 것 포함"
490600,"건축, 엔지니어링, 산업, 상업, 지형도 또는 이와 유사한 도면, 손으로 그린 원본, 손으로 쓴 텍스트, 사진-그래픽 복제품, 그 사본."
490700,"액면가가 인정되었거나 인정될 예정인 국가에서 현재 또는 새로 발행된 미사용 우표, 수익 또는 이와 유사한 우표, 우표가 찍힌 종이, 수표 양식, 지폐, 주식, 주식 또는 채권 증서 등 유사한 제목의 증서."
490810,"인쇄물; 전송(데칼코마니), 유리화 가능"
490890,"인쇄물, 전사(데칼코마니), 유리화 가능 이외의 것"
490900,"인쇄 또는 그림이 있는 엽서, 개인 인사말, 메시지 또는 공지사항이 담긴 인쇄 카드(그림이 있든 없든, 봉투나 트리밍이 있든 없든)"
491000,캘린더; 캘린더 블록을 포함한 모든 종류의 인쇄물
491110,"인쇄물; 무역 광고 자료, 상업용 카탈로그 등"
491191,"인쇄물; 그림, 디자인 및 사진, 기타 품목 번호에 포함되지 않은 것. 4911.10"
491199,인쇄물; 제목에 없음. 4911
500100,실크; 릴링에 적합한 실크 벌레 고치
500200,실크; 생사(던져지지 않은 실크)
500300,"실크 폐기물(릴링에 부적합한 누에고치, 실 폐기물 및 가넷 스톡 포함)"
500400,"실크; 실(실크 폐기물에서 방적된 실 제외), 소매 판매용이 아닌 경우"
500500,실크; 실크 폐기물에서 방적된 실로 소매용으로 판매되지 않습니다.
500600,"비단 폐기물에서 뽑아낸 비단실과 실, 소매용으로 판매되는 비단실과 비단벌레 내장"
500710,실크; 노일 실크로 짠 직물
500720,실크; 실크 또는 노일 실크 이외의 실크 폐기물을 중량 기준으로 85% 이상 함유한 직조 직물
500790,비단; 기타의 직조 직물 n.e.c. 제번호. 5007
510111,"울; (카드 또는 빗질하지 않은) 기름기가 있는(플리스 워싱 울 포함), 깎은 울"
510119,"울; (깎지 않은 것), 기름기가 있는 것(플리스 워싱 울 포함), 카드 또는 빗질하지 않은 것"
510121,"양모; (카딩 또는 빗질하지 않음), 탈지, (탄화되지 않음), 깎음"
510129,"양모; (카드 또는 빗질하지 않은) 탈지, (탄화하지 않은) 탈지, (깎지 않은) 양모 (기타)"
510130,"울; (카드 또는 빗질하지 않음), 탄화됨"
510211,머리카락; 카슈미르(캐시미어) 염소의 카딩 또는 빗질하지 않은 미세한 동물 털
510219,머리카락; 카슈미르(캐시미어) 염소 털을 제외한 카드 또는 빗질하지 않은 미세한 동물 털
510220,머리카락; 카드나 빗질하지 않은 거친 동물의 머리카락
510310,"양모 및 털; 털실 폐기물을 포함한 양모 또는 미세한 동물 털의 오물(단, 가넷 스톡은 제외)"
510320,"양모 및 털; 양모 또는 미세한 동물 털의 폐기물(원사 폐기물 포함, 단, 양모 또는 미세한 동물 털의 가넷 스톡 및 노일 제외)"
510330,"양모 및 털, 원사 폐기물을 포함한 거친 동물 털 폐기물(단, 가넷 스톡은 제외)"
510400,양모 및 털; 양모 또는 가늘거나 거친 동물의 털로 만든 가넷 스톡
510510,울; 카드
510521,양모; 양모 상의 및 기타 빗질한 양모 조각
510529,"양모; 양모 상의 및 기타 빗질한 양모, 조각이 아닌 경우"
510531,머리카락; 카슈미르(캐시미어) 염소의 카드 또는 빗질한 고급 동물 털
510539,머리카락; 카슈미르(캐시미어) 염소 털을 제외한 카드 또는 빗질한 미세한 동물 털
510540,"머리카락; 거친 동물의 털, 카드 또는 빗질한 것"
510610,원사; 양모 중량이 85% 이상 함유된 카디드 울 중 소매용으로 판매되지 않는 원사
510620,"원사; 양모 중량 85% 미만을 함유한 카디드 울로, 소매용으로 판매되지 않습니다."
510710,"원사; 양모가 85% 이상 함유된 빗질된 양모로, 소매용으로 판매되지 않습니다."
510720,"원사; 양모 중량 85% 미만을 함유한 빗질된 양모로, 소매용으로 판매되지 않습니다."
510810,"원사; 고급 동물 털로, 카딩 처리되어 소매용으로 판매되지 않습니다."
510820,"원사; 빗질한 고급 동물 털로, 소매용으로 판매되지 않습니다."
510910,원사; 양모 또는 미세한 동물의 털을 중량 기준으로 85% 이상 함유한 양모 또는 미세한 동물의 털을 소매용으로 판매하는 경우
510990,원사; 양모 또는 미세한 동물 털의 중량 85% 미만을 함유한 양모 또는 미세한 동물 털로 소매용으로 판매되는 경우
511000,"원사; 거친 동물 털 또는 말털(김프 처리된 말털 원사 포함), 소매 판매용인지 여부에 관계없이"
511111,"직물, 직조, 양모 또는 양모 또는 미세 동물 털을 중량 85% 이상 함유하고 무게가 300g/m2를 초과하지 않는 카딩된 양모 또는 카딩된 미세 동물 털로 만든 제품"
511119,"직물, 직조; 양모 또는 양모 또는 미세 동물 털을 중량 85% 이상 함유하고 300g/m2를 초과하는 중량으로 카드화 된 양모 또는 카드화 된 미세 동물 털로 만든 직물"
511120,"직물, 직조; 주로 또는 전적으로 인공 필라멘트와 혼합된 양모 또는 미세한 동물 털을 중량 기준으로 85% 미만 함유한 카드화 양모 또는 카드화 미세 동물 털로 만든 것"
511130,"직물, 직조; 주로 또는 전적으로 인조 주 섬유와 혼합된 양모 또는 미세한 동물 털을 중량 기준으로 85% 미만 함유한 카디드 울 또는 카디드 미세 동물 털로 만든 직물"
511190,"직물, 직조; 양모 또는 미세 동물 털의 중량 85% 미만을 함유하고, 주로 또는 전적으로 기타 섬유와 혼합된 카딩된 양모 또는 카딩된 미세 동물 털로 된 품목 번호. 5111"
511211,"직물, 직조; 양모 또는 빗질한 미세 동물 털을 중량 대비 85% 이상 함유하고 무게가 200g/m2를 초과하지 않는 빗질한 양모 또는 빗질한 미세 동물 털로 만든 것"
511219,"직물, 직조; 양모 또는 빗질한 미세 동물 털을 중량 대비 85% 이상 함유하고 무게가 200g/m2를 초과하는 빗질한 양모 또는 빗질한 미세 동물 털로 만든 것"
511220,"직물, 직조; 주로 또는 전적으로 인공 필라멘트가 혼합된 빗질된 양모 또는 빗질된 미세한 동물 털을 중량 기준으로 85% 미만 함유하고 있는 양모 또는 미세한 동물 털로 만든 것"
511230,"직물, 직조; 양모 또는 빗질된 미세한 동물 털을 중량 기준으로 85% 미만 함유하고 주로 또는 전적으로 인공 주 섬유와 혼합된 빗질된 양모 또는 빗질된 미세한 동물 털로 만든 것"
511290,"직물, 직조; 양모 또는 빗질된 미세한 동물의 털을 중량 기준으로 85% 미만 함유하고, 주로 또는 전적으로 섬유류와 혼합된 것으로서, 세번 번호. 5112"
511300,"직물, 짠 것; 거친 동물 털 또는 말총으로 만든 것"
520100,면; 카드 또는 빗질하지 않음
520210,"면, 원사 폐기물(실 폐기물 포함)"
520291,면; 가넷 스톡 폐기물
520299,"면, 가넷 스톡 및 실(실 포함) 폐기물 이외의 폐기물"
520300,면; 카드 또는 빗질
520411,"면; 면이 85% 이상 함유된 재봉사, 소매용으로 판매되지 않는 재봉사"
520419,"면; 면 함량이 85% 미만인 재봉사, 소매 판매용이 아닌 재봉사"
520420,"면; 재봉사, 소매 판매용 제품"
520511,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 이상, 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아님."
520512,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면의 중량 85% 이상, 714.29 이상 232.56 데시텍스(14를 초과하지만 43 미터 수를 초과하지 않음), 소매 판매용이 아님."
520513,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면의 중량 85% 이상, 232.56 데시텍스 미만에서 192.31 데시텍스 이상(43을 초과하지만 52 미터 수를 초과하지 않음), 소매 판매용이 아닙니다."
520514,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면의 중량 85% 이상, 192.31 이하 125 데시텍스(52를 초과하지만 80 미터 수를 초과하지 않음), 소매용이 아님."
520515,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 이상, 125데시텍스 미만(80미터수 초과), 소매 판매용이 아님."
520521,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 이상, 714.29 데시텍스 이상(14 미터법을 초과하지 않음), 소매 판매용이 아닌 경우"
520522,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면의 중량 85% 이상, 714.29 데시텍스 미만에서 232.56 데시텍스 이상(14를 초과하지만 43 미터 수를 초과하지 않음), 소매 판매용이 아닙니다."
520523,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면의 중량 85% 이상, 232.56 데시텍스 미만에서 192.31 데시텍스 이상(43을 초과하지만 52 미터 수를 초과하지 않음), 소매용이 아님."
520524,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 이상, 192.31 이하 125 데시텍스(52를 초과하지만 80 미터 수를 초과하지 않음), 소매 판매용이 아님."
520526,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 이상, 125 미만에서 106.38 데시텍스(80 이상 94 미터 수 이하), 소매 판매용이 아님."
520527,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 이상, 106.38 데시텍스 이하(94 이상 120 미터수 이하), 소매 판매용이 아닌 것"
520528,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 이상, 83.33데시텍스 미만(120미터수 초과), 소매 판매용이 아님."
520531,"면사; (재봉사 아님), 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 이상, 단일 원사당 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아님."
520532,"면사; (재봉사 아님) 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 이상, 단일 실당 714.28~232.56데시텍스(15~43미터수), 소매 판매용이 아님."
520533,"면사(재봉사 아님), 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 이상, 단일 원사당 232.55~192.31데시텍스(44~52미터수), 소매 판매용이 아님."
520534,"면사; (재봉사 아님), 다중 또는 케이블로 된, 빗질되지 않은 섬유, 면 중량 85% 이상, 단일 실당 192.30~125데시텍스(53~80미터수), 소매 판매용이 아님."
520535,"면사(재봉사 아님), 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 이상, 단일 원사당 125데시텍스 미만(80미터수 초과), 소매용이 아닌 경우"
520541,"면사; (재봉사 제외), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 원사당 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아닌 경우"
520542,"면사; (재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 실당 714.28~232.56데시텍스(15~43미터수), 소매 판매용이 아님."
520543,"면사; (재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 원사당 232.55 ~ 192.31데시텍스(44 ~ 52미터수), 소매 판매용이 아님."
520544,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 원사당 192.30~125데시텍스(53~80미터수), 소매용이 아닌 경우"
520546,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 실당 124~106.38데시텍스(81~94미터수), 소매 판매용이 아님."
520547,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 원사당 106.37~83.33데시텍스(95~120미터수), 소매 판매용이 아님."
520548,"면사(재봉사 제외), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 이상, 단일 원사당 83.33데시텍스(120미터수 초과) 미만, 소매 판매용이 아닌 경우"
520611,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 미만, 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아닌 경우"
520612,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 미만, 714.29 이상 232.56 데시텍스(14를 초과하지만 43 미터 수를 초과하지 않음), 소매 판매용이 아님."
520613,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 미만, 232.56 이상 192.31 데시텍스(43 이상 52 미터 수 이하), 소매 판매용이 아님"
520614,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 미만, 192.31 이상 125 데시텍스 미만(52 이상 80 미터 수 이하), 소매 판매용이 아님."
520615,"면사; (재봉사 아님), 단일, 빗질되지 않은 섬유, 면 중량 85% 미만, 125데시텍스 미만(80미터수 초과), 소매 판매용이 아님."
520621,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 미만, 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아닌 경우"
520622,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 미만, 714.29 이상 232.56 데시텍스(14를 초과하지만 43 미터 수를 초과하지 않음), 소매 판매용이 아님."
520623,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 미만, 232.56 이상 192.31 데시텍스(43 이상 52 미터 수 이하), 소매 판매용이 아님"
520624,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 미만, 192.31 이상 125 데시텍스 미만(52 이상 80 미터 수 이하), 소매 판매용이 아님"
520625,"면사; (재봉사 아님), 단일, 빗질된 섬유, 면 중량 85% 미만, 125데시텍스 미만(80미터수 초과), 소매 판매용이 아님."
520631,"면사; (재봉사 아님), 다중 또는 케이블로 된, 빗질되지 않은 섬유, 면 중량 85% 미만, 단일 원사당 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아님."
520632,"면사(재봉사 아님), 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 미만, 단일 원사당 714.28~232.56데시텍스(15~43미터수), 소매 판매용이 아님."
520633,"면사; (재봉사 아님), 다중 또는 케이블로 된, 코튼 중량 85% 미만, 단일 원사당 232.55 ~ 192.31데시텍스(44 ~ 52미터수), 소매용이 아닌, 빗질되지 않은 섬유"
520634,"면사; (재봉사 아님), 다중 또는 케이블로 된, 코튼 중량 85% 미만, 단일 원사당 192.30~125데시텍스(53~80 미터수), 소매용이 아닌, 빗질되지 않은 섬유"
520635,"면사(재봉사 아님), 다중 또는 케이블, 빗질되지 않은 섬유, 면 중량 85% 미만, 단일 원사당 125데시텍스(80미터수 초과) 미만, 소매용이 아닌 경우"
520641,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 미만, 단일 원사당 714.29데시텍스 이상(14미터 수를 초과하지 않음), 소매 판매용이 아닌 경우"
520642,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 미만, 단일 실당 714.28~232.56데시텍스(15~43미터수), 소매 판매용이 아님."
520643,"면사; (재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 미만, 단일 원사당 232.55 ~ 192.31데시텍스(44 ~ 52미터수), 소매용이 아님."
520644,"면사(재봉사 아님), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 미만, 단일 실당 192.30~125데시텍스(53~80미터수), 소매 판매용이 아님."
520645,"면사(재봉사 제외), 다중 또는 케이블, 빗질된 섬유, 면 중량 85% 미만, 단일 실당 125데시텍스(80미터수 초과) 미만, 소매 판매용이 아닌 경우"
520710,면사; (재봉사가 아닌) 면이 85% 이상 함유된 소매 판매용 원사
520790,"면사; (재봉사 아님), 면이 85% 미만 함유된 소매 판매용 제품"
520811,"직물, 직조, 중량 85% 이상의 면 함유, 표백되지 않은 평직, 무게 100g/m2 이하"
520812,"직물, 직조, 85% 이상의 면 함유, 표백되지 않은 평직, 무게가 100g/m2 이상 200g/m2 이하인 제품"
520813,"직물, 직조, 중량 85% 이상의 면, 표백되지 않은 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이하 포함"
520819,"직물, 직조; 표백되지 않은 면을 중량 기준으로 85% 이상 함유하고, 품목 번호. 5208.1, 200g/m2 이하의 무게"
520821,"직물, 직조, 면 85% 이상 함유, 표백 처리, 평직, 무게 100g/m2 이하"
520822,"직물, 직조, 면 85% 이상 함유, 표백 처리, 평직, 무게 100g/m2 이상 200g/m2 이하의 제품"
520823,"직물, 직조, 중량 85% 이상의 면, 표백, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이하 포함"
520829,"직물, 직조; 표백된 면을 중량 기준으로 85% 이상 함유하고, 품목 번호. 5208.2, 무게 200g/m2 이하"
520831,"직물, 직조, 면 함유량 85% 이상, 염색, 평직, 무게 100g/m2 이하의 제품"
520832,"직물, 직조; 면을 중량 85% 이상 함유하고, 염색, 평직, 무게가 100g/m2 이상 200g/m2 이하인 제품"
520833,"직물, 직조, 중량 85% 이상의 면, 염색, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이하 포함"
520839,"직물, 직조; 중량 85% 이상의 면을 함유하고, 염색된, 품목 번호. 5208.3 무게가 200g/m2 이하인 것"
520841,"직물, 직조; 면의 중량 85% 이상, 다양한 색상의 원사, 평직, 무게 100g/m2 이하를 포함합니다."
520842,"직조된 직물, 면이 85% 이상 함유된 다양한 색상의 원사, 무게가 100g/m2 이상 200g/m2 이하인 제품"
520843,"직물, 직조; 면의 중량 85% 이상, 다양한 색상의 원사, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이하 포함"
520849,"직물, 직조; 면의 중량 85% 이상을 함유하고, 다른 색상의 원사, 품목 번호의 기타 직조. 5208.4, 무게가 200g/m2 이하인 제품"
520851,"직물, 직조, 면 함유량 85% 이상, 인쇄, 평직, 무게 100g/m2 이하의 제품"
520852,"직물, 직조, 면 함유량 85% 이상, 인쇄, 평직, 무게 100g/m2 이상 200g/m2 이하의 직물"
520859,"직물, 직조; 중량 85% 이상의 면을 함유하고, 인쇄된, 품목 번호. 5208.5, 무게 200g/m2 이하"
520911,"직물, 직조, 면 함유량 85% 이상, 표백되지 않은 평직, 무게 200g/m2 이상"
520912,"직물, 직조, 중량 85% 이상의 면, 표백되지 않은 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이상 함유"
520919,"직물, 직조; 표백되지 않은 면을 중량 기준으로 85% 이상 함유하고, 품목 번호. 5209.1, 무게 200g/m2 이상"
520921,"직물, 직조, 면 함유량 85% 이상, 표백, 평직, 무게 200g/m2 이상"
520922,"직물, 직조, 중량 85% 이상의 면, 표백, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이상 함유"
520929,"직물, 직조; 표백된 면의 중량 85% 이상을 함유하고, 품목 번호. 5209.2, 무게 200g/m2 이상"
520931,"직물, 직조, 면 함유량 85% 이상, 염색, 평직, 무게 200g/m2 이상"
520932,"직물, 직조, 중량 85% 이상의 면 함유, 염색, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이상"
520939,"직물, 직조; 면의 중량 85% 이상을 함유하고, 염색된, 품목 번호. 5209.3, 무게 200g/m2 이상"
520941,"직물, 직조; 면의 중량 85% 이상, 다양한 색상의 원사, 평직, 무게 200g/m2 이상 함유"
520942,"직물, 직조; 면의 중량 85% 이상, 다른 색상의 원사, 무게 200g/m2 이상, 데님 포함"
520943,"직물, 직조; 면의 중량 85% 이상, 다양한 색상의 원사, 3실 또는 4실 능직(크로스 능직 포함), 200g/m2 이상의 중량 포함"
520949,"직물, 직조; 면의 중량 85% 이상, 다른 색상의 원사, 기타 직조 품목 번호. 5209.4, 무게 200g/m2 이상"
520951,"직물, 직조, 면 함유량 85% 이상, 인쇄, 평직, 무게 200g/m2 이상"
520952,"직물, 직조, 중량 85% 이상의 면, 프린트, 3실 또는 4실 능직(크로스 능직 포함), 무게 200g/m2 이상 함유"
520959,"직물, 직조; 중량 85% 이상의 면을 함유하고, 인쇄된, 품목 번호. 5209.5, 무게 200g/m2 이상"
521011,"직물, 직조; 면이 85% 미만 함유되고 주로 또는 전적으로 인조 섬유가 혼합된, 표백되지 않은 평직, 무게 200g/m2 이하의 직물"
521019,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유와 혼합된, 표백되지 않은, 품목 번호 5210.1의 기타 직조. 5210.1, 무게 200g/m2 이하"
521021,"직물, 직조, 중량 85% 미만의 면을 주로 또는 전적으로 인조 섬유로 혼합하고 표백 처리된 평직, 무게 200g/m2 이하의 제품"
521029,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유를 혼합하고, 무게 200g/m2 이하이며, 표백된, 품목 번호 없음의 직물. 5210.2"
521031,"직물, 직조; 면이 85% 미만 함유되고 주로 또는 전적으로 인조 섬유가 혼합되어 있으며 무게가 200g/m2 이하인 염색된 평직물"
521032,"직물, 직조, 중량 85% 미만의 면을 주로 또는 전적으로 인조 섬유로 혼합하고, 무게 200g/m2 이하, 염색, 3실 또는 4실 능직(크로스 능직 포함)을 함유한 제품"
521039,"직물, 직조; 주로 또는 전적으로 인조 섬유가 혼합된 면의 중량 85% 미만을 함유하고, 무게 200g/m2 이하이며, 염색된, 품목 번호. 5210.3"
521041,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이하인 다양한 색상의 원사, 평직물"
521049,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유가 혼합되어 있고, 무게가 200g/m2 이하이며, 다른 색상의 원사로 이루어진, 품목 번호에 없는 직조. 5210.4"
521051,"직물, 직조, 중량 85% 미만의 면을 주로 또는 전적으로 인조 섬유로 혼합하고 무게 200g/m2 이하, 인쇄, 평직된 직물"
521059,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유가 혼합된, 무게 200g/m2 이하, 인쇄된, 품목 번호에 기재되지 않은 직조품. 5210.5"
521111,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고 주로 또는 전적으로 인조 섬유가 혼합되어 있으며 표백되지 않은 평직, 무게가 200g/m2 이상인 경우"
521112,"직물, 직조, 중량 85% 미만의 면을 주로 또는 전적으로 인조 섬유로 혼합하고, 표백하지 않은, 3사 또는 4사 능직, 크로스 능직 포함, 무게 200g/m2 이상"
521119,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유와 혼합된, 표백되지 않은, 품목 번호 5211.1의 기타 직조. 5211.1, 무게 200g/m2 이상"
521120,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 200g/m2 이상, 표백된 것"
521131,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이상이고, 염색된 일반 직물"
521132,"직물, 직조된 것, 중량 85% 미만의 면을 주로 또는 전적으로 인조 섬유로 혼합하고, 무게 200g/m2 이상, 염색, 3실 또는 4실 능직(크로스 능직 포함) 포함"
521139,"직물, 직조; 주로 또는 전적으로 인조 섬유가 혼합된 면의 중량 85% 미만을 함유하고, 200g/m2 이상, 염색된 직물의 품목 번호. 5211.3"
521141,"직물, 직조; 면의 중량이 85% 미만이고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이상이고, 다른 색상의 원사로 된 평직, 평직 직물"
521142,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이상이고, 다른 색상의 원사, 데님을 포함합니다."
521143,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이상인 다양한 색상의 실, 3실 또는 4실 능직(교차 능직 포함)을 포함합니다."
521149,"직물, 직조; 면의 중량 85% 미만을 함유하고, 주로 또는 전적으로 인조 섬유가 혼합되어 있고, 무게가 200g/m2 이상이며, 다른 색상의 원사로 이루어진, 품목 번호. 5211.4"
521151,"직물, 직조; 면이 중량 대비 85% 미만으로 함유되어 있고, 주로 또는 전적으로 인조 섬유가 혼합되어 있으며, 무게가 200g/m2 이상, 인쇄, 평직"
521152,"직물, 직조, 중량 85% 미만의 면을 함유하고 주로 또는 전적으로 인조 섬유를 혼합하여 200g/m2 이상, 인쇄, 3실 또는 4실 능직(크로스 능직 포함)."
521159,"직물, 직조; 주로 또는 전적으로 인조 섬유가 혼합된 면의 중량 85% 미만을 함유하고, 200g/m2 이상이며, 인쇄된 직조품으로 품목 번호. 5211.5"
521211,"직물, 직조; 면, 표백되지 않은, 무게 200g/m2 이하, 제52장에 명시된 것"
521212,"직물, 직조; 면, 표백, 무게 200g/m2 이하, 제52장 기타"
521213,"직물, 직조; 면, 염색, 무게 200g/m2 이하, 제52장의 기타"
521214,"직물, 직조; 면, 다른 색상의 원사, 무게 200g/m2 이하, 제52장 참조"
521215,"직물, 직조; 면, 인쇄, 무게 200g/m2 이하, 제52장 기타"
521221,"직물, 직조; 면, 표백되지 않은, 무게 200g/m2 이상, 제52장 기타"
521222,"직물, 직조; 면, 표백, 무게 200g/m2 이상, 제52장에 명시된 것 외"
521223,"직물, 직조; 면, 염색, 무게 200g/m2 이상, 제52장의 기타"
521224,"직물, 직조; 면, 다른 색상의 원사, 무게 200g/m2 이상, 제52장 참조"
521225,"직물, 직조, 면, 인쇄, 무게 200g/m2 이상, 52장에 명시된 것 외의 것"
530110,"아마; 날것 또는 리트, 방적하지 않은 것"
530121,아마; 부러지거나 긁혔지만 회전하지 않은 것
530129,아마; 해클 또는 기타 가공되었지만 방적되지 않은 것
530130,"아마, 원사 폐기물 및 가넷 스톡을 포함한 견인 및 폐기물"
530210,"대마(대마초 사티바 L.); 날것 또는 리트, 회전하지 않은 것"
530290,"대마(대마 사티바 L.); 가공(리트트 제외)(단, 방적 제외), 참대마 토우 및 폐기물(원사 폐기물 및 가넷 스톡 포함)"
530310,"황마 및 기타 섬유 인피 섬유(날것 또는 방적되지 않은 리트트 섬유, 아마, 대마(대마 사티바 L.), 모시 제외)"
530390,"황마 및 기타 섬유 인피 섬유, 원사 폐기물 및 가넷 스톡(아마, 대마(칸나비스 사티바 L.), 모시 제외)을 포함한 이러한 섬유의 가공되었으나 방적되지 않은 견인 및 폐기물."
530500,"코코넛, 아바카(마닐라 대마 또는 무사 텍스틸리스 니), 모시 및 기타 식물성 섬유 섬유(원사 또는 가공되었으나 방적되지 않은 것), 견인, 노일 및 이러한 섬유의 폐기물(원사 폐기물 및 가넷 스톡 포함)은 제외됩니다."
530610,"원사; 아마, 싱글"
530620,"원사; 아마, 다중(접힌) 또는 케이블형"
530710,"원사; 황마 또는 기타 섬유 인피 섬유, 단일"
530720,"원사; 황마 또는 기타 섬유 인피 섬유, 다중(접힌) 또는 케이블로 된 것"
530810,원사; 코튼의
530820,원사; 대마(대마초 사티바 L.)
530890,"원사; 식물성 섬유 섬유의 n.e.c.의 제목 번호. 5306, 5307 및 5308호"
530911,"직물, 직조, 아마 85% 이상 함유, 표백 또는 표백되지 않은 아마로 만든 제품"
530919,"직물, 직조; 표백 또는 표백되지 않은 아마를 85% 이상 함유한 아마 직물"
530921,"직물, 직조, 아마 85% 미만 함유, 표백 또는 표백되지 않은 아마로 만든 제품"
530929,"직물, 직조; 표백 또는 표백되지 않은 아마를 85% 미만으로 함유한 아마 직물"
