HSCode,Description
7202490000,"Ferro alloys, ferrochromium, ferrochromium with carbon content of 4% or less; other"
7202500000,Ferro alloy; ferro-silico-chrome; ferro-silico-chromium
7202600000,Ferro alloy; ferro-nickel; ferronickel
7202700000,Ferro alloys; ferromolybdenum; ferro-molybdenum
7202800000,Ferro Alloys; Ferro-Tungsten and Ferro-Silico-Tungsten; Ferro-Tungsten and Ferro-Silico-Tungsten
7202910000,Ferro alloys; ferro-titanium and ferro-silico-titanium; ferrotitanium and ferro-silico-titanium
7202920000,Ferroalloy; Ferro-vanadium; Ferro-vanadium
7202930000,Ferroalloys; ferro-niobium; ferroniobium
7202991000,"Ferroalloys; N.E.C. No. 7202, entitled Ferroalloys; phosphorus iron (provided that the content of phosphorus is not less than one hundred fifteenth of one percent by weight)"
7202999000,"Ferroalloys; N.E.C. No. 7202, entitled Ferroalloys; misc."
7203100000,"Iron products; obtained in lumps, pellets, or similar forms by direct reduction of iron ore; iron products manufactured by direct reduction of iron ore"
7203900000,"Iron products; spongy iron products and iron products of at least 99.94% purity, in lumps, pellets or similar form; other"
7204100000,Iron waste and scrap; of cast iron; waste and scrap of cast iron
7204210000,Ferrous waste and scrap; of stainless steel; of stainless steel
7204290000,Ferrous Waste &amp; Scrap; Alloy Steel (excluding Stainless); Other
7204300000,Ferrous waste and scrap; for tinned iron or steel; waste and scrap of tinned steel
7204410000,"Ferrous waste and scrap; turning, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not bundled; turning, shavings, chips, milling waste, sawdust, filings, trimmings, stampings, whether or not bundled"
7204490000,Ferrous waste and scrap; untitled. 7204; Miscellaneous
7204500000,Iron Products; Scrap Ingot Remelting; Scrap Ingot for Remelting
7205101000,"Iron or steel, pig iron, spiegeleisen; its granules; shot"
7205102000,"iron or steel, pig iron, spiegeleisen; its granules; grit"
7205109000,"Iron or steel, pig iron, spiegeleisen; its granules; etc."
7205210000,Alloy steel powder; that of alloy steel
7205290000,"Iron or steel, pig iron, spiegeleisen, powder (except alloy steel); other"
7206100000,Ferrous or unalloyed steels; ingots (other than iron of heading 7203); ingot
7206900000,"Ferrous or unalloyed steels, primary form (except ingots and iron of heading 7203); other"
7207111000,"Ferrous or unalloyed steel, semi-finished products of ferrous or unalloyed steel, rectangular (including square) cross-section, with a width less than twice as long as a thickness, containing less than 0.25% carbon by weight; bloom"
7207112000,"Ferrous or unalloyed steel, semi-finished products of ferrous or unalloyed steel, rectangular (including square) cross-section, less than twice as wide as thick, containing less than 0.25% carbon by weight; billet"
7207121000,"Ferrous or non-alloyed steel, semi-finished products of ferrous or non-alloyed steel, having a carbon content of less than 0.25% in a rectangular (other than square) cross-section; slab"
7207122000,"Ferrous or non-alloyed steel, semi-finished products of ferrous or non-alloyed steel, having a carbon content of less than 0.25% in a rectangular (other than square) cross-section; sheet bar"
7207190000,"Ferrous or unalloyed steel; semi-finished products of ferrous or unalloyed steel containing less than 0.25% carbon, except rectangular or square cross-sections; etc."
7207201000,"Ferrous or unalloyed steel, a semi-finished product of ferrous or unalloyed steel containing more than 0.25% carbon by weight; bloom"
7207202000,"Ferrous or unalloyed steel, a semi-finished product of ferrous or unalloyed steel containing more than 0.25% carbon by weight; billet"
7207203000,"Ferrous or unalloyed steel, semi-finished products of ferrous or unalloyed steel containing more than 0.25% carbon by weight; slabs"
7207209000,"Ferrous or non-alloy steel, semi-finished products of ferrous or non-alloy steel containing more than 0.25% carbon by weight; other"
7208101000,"Ferrous or unalloyed steel; flat rolled coil, hot rolled, 600 mm or more wide, with a relief pattern; 4.75 mm or more thick"
7208109000,"Ferrous or unalloyed steel; flat rolled coil, hot rolled, 600 mm or more wide, with a relief pattern; less than 4.75 mm thick"
7208251000,"Ferrous or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, pickled, 4.75 mm or more thick; tensile strength of 490 megapascals or more"
7208259000,"Iron or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, pickled, 4.75 mm or more thick; other"
7208261000,"Ferrous or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, pickled, 3 mm or more thick but less than 4.75 mm thick; tensile strength of 490 megapascals or more"
7208269000,"Ferrous or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, pickled, more than 3 mm thick but less than 4.75 mm thick; other"
7208271000,"Ferrous or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, pickled, in coil form less than 3 mm thick; tensile strength of 490 megapascals or more"
7208279000,"Iron or unalloyed steel; coils without relief pattern, 600 mm or more wide, hot rolled, pickled, in coil form less than 3 mm thick; other"
7208361000,"Ferrous or unalloyed steel; coil without relief pattern, 600 mm or more wide, hot rolled, 10 mm or more thick, flat rolled; tensile strength of 490 megapascals or more"
7208369000,"Iron or unalloyed steel; coil without relief pattern, width &gt; 600 mm, hot rolled, thickness &gt; 10 mm, flat rolled; other"
7208371000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, 4.75 mm or more thick, not exceeding 10 mm; tensile strength of 490 megapascals or more"
7208379000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, 4.75 mm or more thick, not exceeding 10 mm; other"
7208381000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, 3 mm or more thick and less than 4.75 mm thick; tensile strength of 490 megapascals or more"
7208389000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, 3 mm or more thick and less than 4.75 mm thick; other"
7208391000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, less than 3 mm thick; tensile strength of 490 megapascals or more"
7208399000,"Ferrous or unalloyed steel, coil without relief pattern, 600 mm or more wide, hot rolled, less than 3 mm thick; Other"
7208400000,"Ferrous or unalloyed steel, flat rolled (not in coil form), 600 mm or more wide, hot rolled, with a relief pattern; not in coil form, with a relief pattern that is not further worked than hot rolled"
7208511000,"Ferrous or unalloyed steel; flat-rolled products (not in coil form) 600 mm or more wide, hot-rolled, without relief patterns, and greater than 10 mm thick; tensile strength of 490 megapascals or more"
7208519000,"Ferrous or unalloyed steel; flat-rolled products (not in coil form) 600 mm or more wide, hot-rolled, without relief patterns, and greater than 10 mm thick; other"
7208521000,"Ferrous or unalloyed steel; flat rolled (not in coil form), not less than 600 mm wide, hot rolled, without relief pattern, not less than 4.75 mm thick, not exceeding 10 mm; tensile strength not less than 490 megapascals"
7208529000,"Iron or unalloyed steel; flat rolled (not in coil form), not less than 600 mm wide, hot rolled, without relief pattern, not less than 4.75 mm thick, not exceeding 10 mm."
7208531000,"Ferrous or unalloyed steel, 600 mm or more wide (not in coil form), hot rolled, flat rolled product with no relief pattern, 3 mm or more thick but less than 4.75 mm thick; tensile strength of 490 megapascals or more"
7208539000,"Ferrous or unalloyed steel, (not in coil form), 600 mm or more wide, hot rolled, flat rolled products more than 3 mm but less than 4.75 mm thick without relief patterns; other"
7208541000,"Ferrous or unalloyed steel; flat rolled (not in coil form), hot rolled, 600 mm or more wide, and less than 3 mm thick with no relief pattern; tensile strength of 490 megapascals or more"
7208549000,"Ferrous or unalloyed steel; flat rolled (not in coil form), hot rolled, 600 mm or more wide, without relief patterns, less than 3 mm thick; etc."
7208900000,"Ferrous or unalloyed steels; flat-rolled, hot-rolled, over 600 mm wide; item no. 7208; other"
7209151000,"Ferrous or unalloyed steel; coil, flat rolled, 600 mm or more wide, cold rolled, 3 mm or more thick; tensile strength of 340 megapascals or more"
7209159000,"Iron or non-alloy steel; coil, flat rolled, 600 mm or more wide, cold rolled, 3 mm or more thick; other"
7209161000,"Ferrous or unalloyed steel, coil, flat rolled, 600 mm or more wide, cold drawn, more than 1 mm but less than 3 mm thick; tensile strength of 340 megapascals or more"
7209169000,"Ferrous or non-alloy steel, coil, flat rolled, 600 mm or more wide, cold rolled, more than 1 mm but less than 3 mm thick; other"
7209171000,"Ferrous or unalloyed steel, coil, flat rolled, 600 mm or more wide, cold rolled, 0.5 mm or more thick, not exceeding 1 mm; tensile strength of 340 megapascals or more"
7209179000,"Ferrous or non-alloy steel, coil, flat-rolled, 600 mm or more wide, cold-rolled, 0.5 mm or more thick, not exceeding 1 mm; other"
7209181000,"Ferrous or unalloyed steel, coil, flat rolled, 600 mm or more wide, cold rolled, less than 0.5 mm thick; tensile strength of 340 megapascals or more"
7209189000,"Ferrous or non-alloy steel, coil, flat rolled, width 600 mm or more, cold rolled, thickness less than 0.5 mm; other"
7209251000,"Ferrous or unalloyed steel; flat rolled (not in coil form), 600 mm or more wide, cold rolled, 3 mm or more thick; tensile strength of 340 megapascals or more"
7209259000,"Iron or unalloyed steel; flat rolled (not in coil form), 600 mm or more wide, cold rolled, 3 mm or more thick; other"
7209261000,"Ferrous or unalloyed steel, flat-rolled (not in coil form), 600 mm or more wide, cold-rolled, 1 mm or more thick but not more than 3 mm thick; tensile strength of 340 megapascals or more"
7209269000,"Ferrous or unalloyed steel, flat rolled (not in coil form), 600 mm or more wide, cold rolled, more than 1 mm but not more than 3 mm thick; other"
7209271000,"Ferrous or unalloyed steel, flat rolled (not in coil form), 600 mm or more wide, cold rolled, 0.5 mm or more thick but not exceeding 1 mm; tensile strength of 340 megapascals or more"
7209279000,"Iron or unalloyed steel, flat rolled (not in coil form), not less than 600 mm wide, cold rolled, not less than 0.5 mm and not more than 1 mm thick; other"
7209281000,"Iron or unalloyed steel; flat rolled (not in coil form), 600 mm or more wide, cold rolled, less than 0.5 mm thick; tensile strength of 340 megapascals or more"
7209289000,"Iron or unalloyed steel; flat rolled (not in coil form), 600 mm or more wide, cold rolled, less than 0.5 mm thick; other"
7209900000,"Ferrous or non-alloy steels; flat-rolled, over 600 mm wide, cold-rolled, not elsewhere in heading no. 7209; other"
7210110000,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide, plated or coated with tin, 0.5 mm or more thick; 0.5 mm or more thick"
7210120000,"Iron or unalloyed steel, flat-rolled, 600 mm or more wide, plated or coated with tin, less than 0.5 mm thick; less than 0.5 mm thick"
7210200000,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide, plated or lead-coated, including terne plate; plated or applied with lead, including terne plate"
7210301000,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide, electroplated or zinc-coated; tensile strength of 340 megapascals or more"
7210309000,"Ferrous or unalloyed steel, flat rolled, 600 mm or more wide, electroplated or zinc coated; other"
7210410000,"Ferrous or unalloyed steel; flat rolled; 600 mm or more wide; corrugated, galvanized, or coated (not electrolyzed); wavy"
7210491010,Ferrous or unalloyed steel; flat-rolled; 600 mm or more wide (not corrugated); galvanized or coated (not electroplated); annealed; tensile strength of 340 megapascals or more
7210491090,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide (not corrugated), galvanized or coated (not electroplated); annealed; other"
7210499010,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide (not corrugated), galvanized or coated (not electroplated); other; with a tensile strength of 340 megapascals or more"
7210499090,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide (not corrugated), galvanized or coated (not electroplated); Other; Other"
7210500000,"Ferrous or unalloyed steel, flat-rolled, 600 mm wide or more, plated or coated with chromium oxide or chromium and chromium oxide; plated or coated with chromium oxide or chromium and chromium oxide"
7210610000,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide, plated or coated with aluminum-zinc alloy; plated or coated with aluminum-zinc alloy"
7210690000,"Ferrous or unalloyed steel, flat-rolled, 600 mm or more wide, plated or coated with aluminum, not plated or coated with aluminum-zinc alloy; other"
7210701000,"Ferrous or unalloyed steel, flat rolled, 600 mm or more wide, painted, varnished, or plastic coated; 4.75 mm or more thick"
7210702000,"Ferrous or unalloyed steel, flat rolled, 600 mm or more wide, painted, varnished, or plastic coated; less than 4.75 mm thick"
7210901000,"Iron or unalloyed steel; flat rolled, 600 mm or more in width, plated or coated with the material listed in heading no. 7210; plated or coated with nickel"
7210902000,"Iron or unalloyed steel; flat rolled, 600 mm or more in width, plated or coated with the material of heading no. 7210; plated or coated with copper"
7210909000,"Ferrous or unalloyed steel; flat rolled, 600 mm or more wide, plated or coated with the material of heading no. 7210; other"
7211130000,"Ferrous or unalloyed steel, flat rolled, hot rolled, four-sided rolled or closed box pass, more than 150 millimeters wide but less than 600 millimeters wide, more than 4 millimeters thick, not coiled and not having a relief pattern; four-sided rolled or closed box pass, more than 150 millimeters wide but not less than 4 millimeters thick, not coiled and not having a relief pattern"
7211141000,"Ferrous or unalloyed steel; flat-rolled, hot-rolled, except those of item number 7211.13, less than 600 mm wide and more than 4.75 mm thick; having a tensile strength of 490 megapascals or more"
7211149000,"Iron or unalloyed steel; flat-rolled, hot-rolled, except those of heading 7211.13, less than 600 mm wide and more than 4.75 mm thick; other"
7211191000,"Ferrous or unalloyed steel; flat-rolled, hot-rolled, less than 600 mm wide and less than 4.75 mm thick, except those of item no. 7211.13; having a tensile strength of 490 megapascals or more"
7211199000,"Iron or unalloyed steel; flat-rolled, hot-rolled, less than 600 mm wide and less than 4.75 mm thick, except those of heading 7211.13; other"
7211231000,"Ferrous or unalloyed steel, flat-rolled, cold-rolled, less than 600 mm wide, with a carbon content of less than 0.25%; tensile strength of 340 megapascals or more"
7211239000,"Ferrous or unalloyed steel, flat-rolled, cold-rolled, less than 600 mm wide, with a carbon content of less than 0.25%; other"
7211291000,"Ferrous or unalloyed steel, flat-rolled, cold-rolled, less than 600 mm wide, with a carbon content of 0.25% or more; tensile strength of 340 megapascals or more"
7211299000,"Ferrous or unalloyed steel, flat-rolled, cold-rolled, less than 600 mm wide, with a carbon content of 0.25% or more; other"
7211901000,"Iron or unalloyed steel; flat-rolled, heading no. 7211, less than 600 mm wide; having a tensile strength of 340 megapascals or more"
7211909000,"Iron or non-alloy steels; flat-rolled, heading no. 7211, less than 600 mm wide; other"
7212101000,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, plated or tin-coated; 0.5 mm or more in thickness"
7212102000,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, plated or tin-coated; less than 0.5 mm thick"
7212201000,"Ferrous or unalloyed steel, flat rolled, electroplated or zinc coated, less than 600 mm wide; tensile strength of 340 megapascals or more"
7212209000,"Ferrous or unalloyed steel, flat rolled, less than 600 mm wide, electroplated or zinc coated; Other"
7212301010,Ferrous or unalloyed steel; flat-rolled; less than 600 mm wide; galvanized or coated (not electrolyzed); annealed; tensile strength of 340 megapascals or more
7212301090,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, galvanized or coated (not electrolyzed); annealed; other"
7212309010,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, galvanized or coated (not electrolyzed); other; with a tensile strength of 340 megapascals or more"
7212309090,"Ferrous or unalloyed steel, flat rolled, less than 600 mm wide, galvanized or coated (not electrolyzed); Other; Other"
7212401000,"Ferrous or unalloyed steel; flat rolled; less than 600 mm wide; painted, varnished, or plastic coated; 4.75 mm or more thick"
7212402000,"Ferrous or unalloyed steel; flat rolled; less than 600 mm wide; painted, varnished, or plastic coated; less than 4.75 mm thick"
7212501000,"Ferrous or unalloyed steel, flat rolled, less than 600 mm wide, plated or coated (except tin, zinc, or plastic); nickel plated or applied"
7212502000,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, plated or coated (except tin, zinc or plastic); copper plated or applied"
7212509000,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, plated or coated (except tin, zinc, or plastic); other"
7212600000,"Ferrous or unalloyed steel, flat-rolled, less than 600 mm wide, clad; clad"
7213100000,"Ferrous or unalloyed steel, bars and rods in irregularly wound coils that have been hot rolled; with grooves, ribs, grooves or other deformations caused by the rolling process; with serrations, ribs, grooves or other shapes caused by the rolling process"
7213200000,Ferrous or non-alloy steels; bars and rods of free-cutting steel hot-rolled into irregularly wound coils; other [limited to those of quick-cutting steel].
7213911010,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, N.E.C., of heading no. 7213, having a diameter of less than 14 mm in circular cross-section; having a carbon content of less than 0.6 of one hundredth of one percent by weight; having a carbon content of more than 0.25 of one hundredth of one percent by weight"
7213911090,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, N.E.C., of heading no. 7213, having a diameter of less than 14 millimeters in circular cross-section; containing less than one-hundredth of one percent of carbon by weight; etc."
7213919000,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, N.E.C. Heading no. 7213, having a diameter of less than 14 mm in circular cross-section; other"
7213991010,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, heading no. 7213, having a diameter of 14 mm or more in a circular cross-section; having a carbon content of less than 0.6 of one hundredth of its weight by weight; having a carbon content of more than 0.25 of one hundredth of its weight by weight"
7213991090,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, heading no. 7213, having a diameter of 14 mm or more in circular cross-section; having a carbon content of less than 0.6 of one hundredth of one percent of their total weight; etc."
7213999000,"Iron or unalloyed steel; hot-rolled rods and bars in irregularly wound coils, heading no. 7213, having a diameter of 14 mm or more in a circular cross-section; other"
7214100000,"Ferrous or unalloyed steel; forged, hot rolled, hot drawn, or hot extruded bar and rod, including twisted after rolling; forged"
7214201000,"Ferrous or unalloyed steel; hot rolled, hot drawn or hot extruded bar and rod, with grooves, ribs, grooves or other deformations created during the rolling process or distorted after rolling; rebar"
7214209000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or hot extruded bar and rod, with grooves, ribs, grooves, or other deformations created during the rolling process or distorted after rolling; other"
7214300000,"Ferrous or unalloyed steels; hot-rolled, hot-drawn or hot-extruded bar and rod, free-cut steels, including twisted after rolling; other [limited to those of quick-cutting steels]."
7214910000,"Bars and rods, of iron or unalloyed steel; hot-rolled, hot-drawn or hot-extruded, N.E.C., sub. 7214, of rectangular (other than square) cross-section; of rectangular in cross-section, other than square"
7214991000,"Iron or unalloyed steel; rods and bars, hot-rolled, hot-drawn or hot-extruded, N.E.C., of three. 7214, other than of rectangular cross-section; containing less than 0.6 of one hundredth of one percent by weight of carbon"
7214999000,"Iron or unalloyed steel; rods and bars, hot-rolled, hot-drawn or hot-extruded, N.E.C.; heading three. 7214, other than rectangular cross-section; misc."
7215100000,"Ferrous or unalloyed steel; free-cutting steel, cold-formed or cold-treated rods and bars, and other as defined in Chapter 72; of quick-cutting steel, but not further processed than cold-formed or cold-treated."
7215500000,"Ferrous or unalloyed steel, cold-formed or cold-treated (not free-cut), of Chapter 72, bar and rod; other [limited to those not further processed than cold-formed or cold-treated]."
7215900000,"Ferrous or unalloyed steels; rods and bars, of chapter 72, subchapter 72, headed N.E.C. 7215; misc."
7216101000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded U, I, or H sections less than 80 mm high; U-shaped steel"
7216102000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded U, I, or H sections less than 80 mm in height; I-shaped steel"
7216103000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded U, I, or H sections less than 80 mm high; H-shaped steel"
7216210000,"Ferrous or unalloyed steel; L sections less than 80 mm high, hot rolled, hot drawn or extruded; L-shaped steel"
7216220000,"Ferrous or unalloyed steel; T-sections less than 80 mm high, hot rolled, hot drawn or extruded; T-shaped steel"
7216310000,"Ferrous or unalloyed steel, hot rolled, hot drawn or extruded; U sections 80 mm or more in height; U-shaped steel"
7216320000,"Ferrous or unalloyed steel, hot rolled, hot drawn or extruded, I-sections 80 mm or more in height; I-shaped steel"
7216333000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded H-sections 80 mm or more in height; less than 300 mm in height"
7216334000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded H-sections 80 mm or more in height; more than 300 mm but less than 600 mm in height"
7216335000,"Ferrous or unalloyed steel; hot rolled, hot drawn, or extruded H-sections greater than 80 mm in height; greater than 600 mm in height"
7216401000,"Ferrous or unalloyed steel; L or T sections 80 mm or more in height, hot rolled, hot drawn or extruded; L-shaped steel"
7216402000,"Ferrous or unalloyed steel; L or T sections 80 mm or more in height, hot rolled, hot drawn or extruded; Tee shaped steel"
7216500000,"Ferrous or non-alloy steels; angles, shapes and sections, other heading no. 7216, Hot rolled, hot drawn or extruded; other shaped steels [limited to those not further processed than hot rolled, hot drawn or extruded]."
7216610000,"Cold-formed or cold-worked angles, shapes, and sections of ferrous or unalloyed steel; obtained from flat-rolled products; made from flat-rolled products"
7216690000,"Ferrous or unalloyed steel, angles, shapes, and sections, cold formed or cold finished (not obtained from flat rolled products); other"
7216910000,"Iron or unalloyed steel; angles, shapes and sections, heading no. 7216, Cold-formed or cold-finished, from flat-rolled products; from flat-rolled products, cold-formed or cold-finished"
7216990000,"Ferrous or non-alloy steels; angles, shapes and sections, other, not included in heading no. 7216; Other"
7217100000,"Ferrous or unalloyed steel; wire (plated or uncoated), whether or not polished; plated or uncoated, whether or not ground"
7217200000,Ferrous or unalloyed steel; galvanized or coated wire; galvanized or applied zinc
7217301000,"Ferrous or unalloyed steel, wire plated or coated with base metal (except zinc); copper plated or applied"
7217309000,"Ferrous or unalloyed steel, wire coated with plating or base metal (except zinc); other"
7217900000,"Iron or unalloyed steel; wire, n.e.c. (subheading 7211) 7217; other"
7218101000,"Steel, stainless; ingots and other primary forms; ingots"
7218109000,"Steel, stainless; ingots and other primary forms; other"
7218911000,"Steel, stainless; semi-finished products, rectangular (other than square) cross-section; slabs"
7218912000,"Steel, stainless; semi-finished products, rectangular (other than square) cross-section; sheet bar"
7218919000,"Steel, stainless; semi-finished products, rectangular (other than square) cross-section; other"
7218991000,"Steel, stainless; semi-finished products except rectangular cross-sections; bloom"
7218992000,"Steel, stainless; semi-finished products, except rectangular cross-sections; billet"
7218999000,"Steel, stainless; semi-finished products, except rectangular cross-sections; other"
7219111010,"Steel, stainless; flat rolled, 600 mm or more wide, hot rolled, coil, 10 mm or more thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219111090,"Steel, stainless; flat rolled, width &gt; 600 mm, hot rolled, coil, thickness &gt; 10 mm; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219119000,"Steel, stainless; flat rolled, width &gt; 600 mm, hot rolled, coil, thickness &gt; 10 mm; other"
7219121010,"Steel, stainless, flat-rolled, 600 mm or more wide, hot-rolled, coiled, 4.75 mm or more thick and 10 mm or less thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219121090,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, coiled, not less than 4.75 mm and not more than 10 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219129000,"Steel, stainless, flat rolled, width 600 mm or more, hot rolled, coil form, thickness 4.75 mm or more but not more than 10 mm; other"
7219131010,"Steel, stainless, flat rolled, 600 mm or more wide; hot rolled, coil, 3 mm or more thick but less than 4.75 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219131090,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, coil, 3 mm or more thick but less than 4.75 mm; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219139000,"Steel, stainless, flat rolled, width 600 mm or more, hot rolled, coil, thickness 3 mm or more but less than 4.75 mm; other"
7219141010,"Steel, stainless, flat rolled, 600 mm or more wide; hot rolled, coil, less than 3 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219141090,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, coil, less than 3 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7219149000,"Steel, stainless, flat rolled, width &gt; 600 mm, hot rolled, coil, thickness &lt; 3 mm; other"
7219211010,"Steel, stainless; at least 600 mm wide; hot rolled; at least 10 mm thick (not in coil form); flat rolled; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219211090,"Steel, stainless, 600 mm or more wide, hot rolled, (not in coil form), 10 mm or more thick, flat rolled; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219219000,"Steel, stainless, over 600 mm wide, hot rolled, over 10 mm thick (not in coil form), flat rolled; other"
7219221010,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled (not in coil form), 4.75 mm or more thick, not exceeding 10 mm; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219221090,"Steel, stainless, flat-rolled, 600 mm or more wide, hot-rolled, (not in coil form), 4.75 mm or more thick, not exceeding 10 mm; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219229000,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, (not in coil form), 4.75 mm or more thick, not exceeding 10 mm; other"
7219231010,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled (not in coil form), 3 mm or more thick and less than 4.75 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219231090,"Steel, stainless, flat rolled, 600 mm or more wide; hot rolled, (not in coil form), 3 mm or more thick and less than 4.75 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219239000,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, (not in coil form), more than 3 mm thick and less than 4.75 mm thick; other"
7219241010,"Steel, stainless, flat-rolled, 600 mm or more wide, hot-rolled (not in coil form), less than 3 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219241090,"Steel, stainless, flat-rolled, 600 mm or more wide, hot-rolled (not in coil form), less than 3 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7219249000,"Steel, stainless, flat rolled, 600 mm or more wide, hot rolled, less than 3 mm thick (not in coil form); other"
7219311010,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled or cold reduced, 4.75 mm or more thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219311090,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled or cold-reduced, 4.75 mm or more thick; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219319000,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled or cold reduced, 4.75 mm or more thick; other"
7219321010,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled, 3 mm or more thick and less than 4.75 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219321090,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled, 3 mm or more thick but less than 4.75 mm; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7219329000,"Steel, stainless, flat rolled, width 600 mm or more, cold rolled, thickness 3 mm or more but less than 4.75 mm; other"
7219331010,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled, more than 1 mm but less than 3 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219331090,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled, more than 1 mm but less than 3 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7219339000,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled, thickness greater than 1 mm but less than 3 mm; other"
7219341010,"Steel, stainless, flat rolled, 600 mm or more wide, cold rolled, at least 0.5 mm and not more than 1 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7219341090,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled, 0.5 mm or more and not more than 1 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7219349000,"Steel, stainless, flat rolled, width 600 mm or more, cold rolled, thickness 0.5 mm or more but not more than 1 mm; other"
